s.no,age,division_name,department_name,class_name,clothing_id,title,review_text,alike_feedback_count,rating,recommend_index 
20961,38,General Petite,Tops,Fine gauge,908,Perfect,"I love this duster! i got my usual size and it fits exactly as pictured. the color of the fabric is a perfect neutral and will look good with anything. the knit is open and fairly see-through, this avoids the bathrobe look that a long length sweater can have. bought at full price and i'm not sorry because i bet it will be gone before long!",1,5,1
20094,85,General Petite,Bottoms,Pants,1060,"Beautiful, flattering, but runs large","Perfect for the summer weddings that i am attending. i am 5-1, 119#, 32dd and usually a sp. i tried on a regular s and xs in the store, and the s was huge. i ended up ordering the regular xs instead of the petite xs when the 20% off sale hit because i liked the extra length. great bra coverage...it is not too long at the armholes, or too low in the back. i will take it up a bit in the top seams just so it doesn't have quite so much decolletage, but it is wearable as is. this is much more of a ro",4,5,1
2536,65,General,Dresses,Dresses,1110,,"What a fun dress to wear. it feels great, and looks great. i feel good when i wear it. if i was a kid i would wear it everyday, ha ha.",17,5,1
16386,32,General Petite,Dresses,Dresses,1081,Cute basic  --- found it to be tts!,"As you can tell from the pictures, it's nothing fancy; i think this dress will get a lot of wear for everyday living. simple and comfy. reviewers said it ran pretty small so i sized up but wished i hadn't. it is not very ""fit",0,4,1
14992,45,General,Tops,Blouses,819,Beware shrinkage!,"I really liked this shirt the one time i got to wear it...but when i washed it, according to the directions on the tag, it shrunk! a lot! the sleeves are now too tight, and it is much shorter. thinking about returning it to the store, but in any case, i cannot wear it again.",0,1,0
1210,53,General,Tops,Knits,862,Great product!,Extremely well made tank top. great for work or a night out.,2,5,1
14231,43,General,Tops,Sweaters,937,,"Really cute sweater, well made, but so intensely itchy i couldn't keep it on for more than 30 seconds !",1,1,0
19730,25,General,Bottoms,Jeans,1035,Waist gets baggy with wear,"I really liked these jeans initially, but by the end of the day the waist is really baggy. the fabric stretches with wear and takes a wash to get back to its original shape.",1,3,0
8056,40,General,Tops,Knits,865,,I bought this top for my daughter and it looks beautiful. it's a pretty jade green color and has a nice flow to it. the back is very flattering as well.,0,5,1
9805,52,General Petite,Tops,Knits,863,,This top is just lovely. the bow on the back is so unusual. i am so glad i bought it!!! i washed it on gentle and it turned out great!!!,6,5,1
8382,35,General Petite,Dresses,Dresses,1094,Runs super large,"Wanted to love this dress as it's perfect for transition. i'm a curvy gal who usually sports an xl in dresses at retailer, and unfortunately this one was way too big even for me to pull off. my boyfriend actually guffawed when he saw me in it. i would implore the maker to try this style again as it's a good one, unfortunately the sizing was it's downfall.",0,3,0
1221,41,General Petite,Dresses,Dresses,1099,Gorgeous!!!,"I saw this dress on line and knew i wanted it for the spring/summer season. i ordered it almost immediately and i am so glad i did. the photo on the website doesn't do it justice, there are a lot of pretty pastel colors in the paisley pattern that you just can't see on the computer screen. the wrap styling is a very flattering cut for most figures especially hourglass figures like mine and the dress fit's tts (for reference i am 5'9"" and a 36ddd). the silk material is very light and flowy and wi",3,5,1
20709,46,General,Tops,Knits,868,Summer love,"I wish it was a little bigger.i kept this,for it will be wonderful for summer.",0,5,1
6225,66,General Petite,Tops,Knits,872,Cute and comfy,"Yes, this top runs large and it doesn't show your curves, but it's still really cute and fun to wear. i first purchased the beautiful sage color, and after getting compliments, i also ordered the navy version. these tops are easy to wear, have an interesting detail at the neck, and could be layered. cozy, comfortable, stylish. love mine!",0,5,1
1204,24,General Petite,Dresses,Dresses,1081,Wish the fabric was better!,I loveeeeeeee this dress! i saw it online and immediately loved the blue/ orange large floral print but so did everyone else and it sold out quick. but i thought the shape could be flattering so i ordered in the black polka dot and loved the shape! so flattering. i ended up going in store and buying the other two colors. the patterns are vibrant and lovely shape. my only concern was seeing it in store i noticed it stretching while just hanging on the hanger. i wish the fabric was of better quali,0,4,1
8368,54,General Petite,Tops,Blouses,829,,"This brand has odd fitting of late. i normally wear a m in retailer tops but i had to size up to 12 on this shirt as it was tight across my chest. i am a b cup and had a sports bra on when i tried it. brought it home and tried on with a regular, non pushup bra and it pulls slightly. i might return it because my guess is that it will shrink when washed. otherwise, its a cute tunic style top.",24,3,0
10768,33,General,Dresses,Dresses,1094,Great fit!,"I love this flirty, well fitted dress! quality material!",0,5,1
19945,46,General Petite,Tops,Knits,868,Great shirt,"This is a great shirt, fits perfect and super comfortable but you feel stylish and pretty",0,5,1
9099,26,General Petite,Tops,Blouses,820,,"This top fits perfect everywhere except the sleeves are a little tight. not uncomfortably so but i wish they had just a little more room so they looked like they did in the picture. other than that, i love this shirt! its super cute and comfy and i have gotten a few compliments on it!",0,5,1
10121,48,General Petite,Jackets,Jackets,957,Gorgeous and warm,"This is so much nicer in person! wore this out today...now that it isn't too too cold. fashionable and warm. love the clasp. quite genius! i am a 36c and while i'd normally take a small, got this in medium and it fits perfectly. i'd say this piece runs slightly small for retailer.",1,5,1
19137,22,General,Dresses,Dresses,1083,,Superb quality and design. i am a 34d and 120lbs. i am a size 6 to 8 but mostly 8 due to my hips and top. i am pear shaped and 5'6. the dress was a little loose but i just need to get it a little fitted but you can hardly tell. i love the floral patterned so intricate. it truly looks like a princess dress. it is little heavy and at least it's not too tight for dancing.,0,5,1
8576,35,General,Dresses,Dresses,1081,Flattering,"I love this dress-i have it in the other color (black and white) but now i see this color scheme and i think i may actually like this one better. i love the wider stripes near the waistline which gives it a slimming appearance. the knotted look gives this dress a beachy feel which gets me in the mood for summertime. i love that the pattern is bold, but the color scheme allows this dress to still stay in the casual category and still be insanely flattering. i love that i could wear this dress eve",20,5,1
3206,46,General,Tops,Fine gauge,911,Almost but not quite,"I am returning. i really liked the appearance in the photo and i love aqua, but the biggest problem for me is the shape. it's pretty boxy and it's hard to tell from the photo, but it has a batwing shape. i also wish the lighter portion were more ivory (less yellow in it), but that's based on what looks better against my skin tone. i found it to run true to size, but i thought it was unflattering (made me look wide).",0,3,0
